Step   62: World 0 Agent 0: pos=(0.15,0.35,0.00) rot=0.0° progress=13.86
Step   63: World 0 Agent 0: pos=(0.16,0.35,0.00) rot=0.0° progress=13.86
Step   64: World 0 Agent 0: pos=(0.16,0.35,0.00) rot=0.0° progress=13.86
Step   65: World 0 Agent 0: pos=(0.17,0.35,0.00) rot=0.0° progress=13.86
Step   66: World 0 Agent 0: pos=(0.18,0.35,0.00) rot=0.0° progress=13.86
Step   67: World 0 Agent 0: pos=(0.19,0.35,0.00) rot=0.0° progress=13.86
Step   68: World 0 Agent 0: pos=(0.20,0.35,0.00) rot=0.0° progress=13.86
Step   69: World 0 Agent 0: pos=(0.20,0.35,0.00) rot=0.0° progress=13.86
Step   70: World 0 Agent 0: pos=(0.21,0.34,0.00) rot=0.0° progress=13.86
Step   71: World 0 Agent 0: pos=(0.22,0.33,0.00) rot=0.0° progress=13.86
Step   72: World 0 Agent 0: pos=(0.22,0.33,0.00) rot=0.0° progress=13.86
Step   73: World 0 Agent 0: pos=(0.22,0.32,0.00) rot=0.0° progress=13.86
Step   74: World 0 Agent 0: pos=(0.22,0.31,0.00) rot=0.0° progress=13.86
Step   75: World 0 Agent 0: pos=(0.22,0.30,0.00) rot=0.0° progress=13.86
Step   76: World 0 Agent 0: pos=(0.22,0.29,0.00) rot=0.0° progress=13.86
Step   77: World 0 Agent 0: pos=(0.22,0.28,0.00) rot=0.0° progress=13.86
Step   78: World 0 Agent 0: pos=(0.22,0.28,0.00) rot=0.0° progress=13.86
Step   79: World 0 Agent 0: pos=(0.22,0.27,0.00) rot=0.0° progress=13.86
Step   80: World 0 Agent 0: pos=(0.22,0.26,0.00) rot=0.0° progress=13.86
Step   81: World 0 Agent 0: pos=(0.22,0.25,0.00) rot=0.0° progress=13.86
Step   82: World 0 Agent 0: pos=(0.22,0.24,0.00) rot=0.0° progress=13.86
Step   83: World 0 Agent 0: pos=(0.22,0.24,0.00) rot=0.0° progress=13.86
Step   84: World 0 Agent 0: pos=(0.22,0.23,0.00) rot=0.0° progress=13.86
Step   85: World 0 Agent 0: pos=(0.22,0.22,0.00) rot=0.0° progress=13.86
Step   86: World 0 Agent 0: pos=(0.22,0.21,0.00) rot=0.0° progress=13.86
Step   87: World 0 Agent 0: pos=(0.22,0.20,0.00) rot=0.0° progress=13.86
Step   88: World 0 Agent 0: pos=(0.22,0.19,0.00) rot=0.0° progress=13.86
Step   89: World 0 Agent 0: pos=(0.22,0.19,0.00) rot=0.0° progress=13.86
Step   90: World 0 Agent 0: pos=(0.22,0.18,0.00) rot=0.0° progress=13.86
Step   91: World 0 Agent 0: pos=(0.22,0.17,0.00) rot=0.0° progress=13.86
Step   92: World 0 Agent 0: pos=(0.22,0.16,0.00) rot=0.0° progress=13.86
Step   93: World 0 Agent 0: pos=(0.22,0.15,0.00) rot=0.0° progress=13.86
Step   94: World 0 Agent 0: pos=(0.22,0.15,0.00) rot=0.0° progress=13.86
Step   95: World 0 Agent 0: pos=(0.22,0.15,0.00) rot=0.0° progress=13.86
