Step   26: World 0 Agent 0: pos=(-0.02,0.14,0.00) rot=0.0° progress=5.66
Step   27: World 0 Agent 0: pos=(-0.02,0.15,0.00) rot=0.0° progress=5.99
Step   28: World 0 Agent 0: pos=(-0.02,0.16,0.00) rot=0.0° progress=6.32
Step   29: World 0 Agent 0: pos=(-0.02,0.17,0.00) rot=0.0° progress=6.66
Step   30: World 0 Agent 0: pos=(-0.02,0.17,0.00) rot=0.0° progress=6.99
Step   31: World 0 Agent 0: pos=(-0.02,0.18,0.00) rot=0.0° progress=7.32
Step   32: World 0 Agent 0: pos=(-0.02,0.19,0.00) rot=0.0° progress=7.65
Step   33: World 0 Agent 0: pos=(-0.02,0.20,0.00) rot=0.0° progress=7.99
Step   34: World 0 Agent 0: pos=(-0.02,0.21,0.00) rot=0.0° progress=8.32
Step   35: World 0 Agent 0: pos=(-0.02,0.22,0.00) rot=0.0° progress=8.65
Step   36: World 0 Agent 0: pos=(-0.02,0.22,0.00) rot=0.0° progress=8.99
Step   37: World 0 Agent 0: pos=(-0.02,0.23,0.00) rot=0.0° progress=9.32
Step   38: World 0 Agent 0: pos=(-0.02,0.24,0.00) rot=0.0° progress=9.65
Step   39: World 0 Agent 0: pos=(-0.02,0.25,0.00) rot=0.0° progress=9.98
Step   40: World 0 Agent 0: pos=(-0.02,0.26,0.00) rot=0.0° progress=10.32
Step   41: World 0 Agent 0: pos=(-0.02,0.27,0.00) rot=0.0° progress=10.65
Step   42: World 0 Agent 0: pos=(-0.02,0.27,0.00) rot=0.0° progress=10.98
Step   43: World 0 Agent 0: pos=(-0.02,0.28,0.00) rot=0.0° progress=11.32
Step   44: World 0 Agent 0: pos=(-0.02,0.29,0.00) rot=0.0° progress=11.65
Step   45: World 0 Agent 0: pos=(-0.02,0.30,0.00) rot=0.0° progress=11.98
Step   46: World 0 Agent 0: pos=(-0.02,0.31,0.00) rot=0.0° progress=12.31
Step   47: World 0 Agent 0: pos=(-0.02,0.32,0.00) rot=0.0° progress=12.65
Step   48: World 0 Agent 0: pos=(-0.02,0.32,0.00) rot=0.0° progress=12.98
Step   49: World 0 Agent 0: pos=(-0.02,0.33,0.00) rot=0.0° progress=13.31
Step   50: World 0 Agent 0: pos=(-0.02,0.34,0.00) rot=0.0° progress=13.65
Step   51: World 0 Agent 0: pos=(-0.02,0.35,0.00) rot=0.0° progress=13.98
Step   52: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   53: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   54: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   55: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   56: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   57: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   58: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   59: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   60: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   61: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   62: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   63: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   64: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   65: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   66: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   67: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   68: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   69: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   70: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   71: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   72: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   73: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   74: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   75: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   76: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   77: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   78: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   79: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   80: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   81: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   82: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   83: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   84: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
Step   85: World 0 Agent 0: pos=(-0.03,0.35,0.00) rot=-0.2° progress=13.99
